universe,symbol,market,start_date,end_date,source,confidence,asset_class,asset_subclass,role
SP600_PIT_2019,AAN,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AAOI,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AAON,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AAT,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AAWW,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AAXN,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ABCB,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ABG,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ABM,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACC,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACET,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACHC,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACIW,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACLS,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACM,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACOR,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ACXM,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ADNT,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,ADTN,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AEGN,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AEIS,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AEL,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
SP600_PIT_2019,AEO,us,2019-06-22,,wikipedia:sp600@903017102,medium,equity,us-small-cap,risk
