universe,symbol,market,start_date,end_date,source,confidence,asset_class,asset_subclass,role
SP100_PIT_2016,AAPL,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,ABBV,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,ABT,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,ACN,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,ADBE,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,AMAT,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,AMD,us,2019-01-02,,wikipedia:sp100-components+sp500-historical,low,equity,us-large-cap,risk
SP100_PIT_2016,AMGN,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,AMT,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,AMZN,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,AVGO,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,AXP,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BA,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BAC,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BKNG,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BLK,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BMY,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BNY,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,BRK-B,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,C,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CAT,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CL,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CMCSA,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,COF,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,COP,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,COST,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CRM,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CSCO,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CVS,us,2018-11-30,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,CVX,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,DE,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,DHR,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,DIS,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,DUK,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,EMR,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,FDX,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,GD,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
SP100_PIT_2016,GE,us,2016-01-01,,wikipedia:sp100-components+sp500-historical,medium,equity,us-large-cap,risk
